date,state,district,lat,lon,rainfall_mm,rain_3day,rain_7day
2023-12-19,Meghalaya,East Khasi Hills,25.57,91.88,19,75.0,173.0
2023-12-20,Sikkim,East Sikkim,27.33,88.61,5,19.0,144.0
2023-12-20,Meghalaya,East Khasi Hills,25.57,91.88,32,68.0,173.0
2023-12-21,Sikkim,East Sikkim,27.33,88.61,13,23.0,131.0
2023-12-21,Meghalaya,East Khasi Hills,25.57,91.88,9,60.0,155.0
2023-12-22,Sikkim,East Sikkim,27.33,88.61,34,52.0,140.0
2023-12-22,Meghalaya,East Khasi Hills,25.57,91.88,20,61.0,170.0
2023-12-23,Sikkim,East Sikkim,27.33,88.61,25,72.0,125.0
2023-12-23,Meghalaya,East Khasi Hills,25.57,91.88,37,66.0,173.0
2023-12-24,Sikkim,East Sikkim,27.33,88.61,40,99.0,131.0
2023-12-24,Meghalaya,East Khasi Hills,25.57,91.88,4,61.0,138.0
2023-12-25,Sikkim,East Sikkim,27.33,88.61,19,84.0,141.0
2023-12-25,Meghalaya,East Khasi Hills,25.57,91.88,27,68.0,148.0
2023-12-26,Sikkim,East Sikkim,27.33,88.61,15,74.0,151.0
2023-12-26,Meghalaya,East Khasi Hills,25.57,91.88,3,34.0,132.0
2023-12-27,Sikkim,East Sikkim,27.33,88.61,15,49.0,161.0
2023-12-27,Meghalaya,East Khasi Hills,25.57,91.88,5,35.0,105.0
2023-12-28,Sikkim,East Sikkim,27.33,88.61,27,57.0,175.0
2023-12-28,Meghalaya,East Khasi Hills,25.57,91.88,7,15.0,103.0
2023-12-29,Sikkim,East Sikkim,27.33,88.61,29,71.0,170.0
2023-12-29,Meghalaya,East Khasi Hills,25.57,91.88,39,51.0,122.0
2023-12-30,Sikkim,East Sikkim,27.33,88.61,38,94.0,183.0
2023-12-30,Meghalaya,East Khasi Hills,25.57,91.88,3,49.0,88.0
2023-12-31,Sikkim,East Sikkim,27.33,88.61,19,86.0,162.0
2023-12-31,Meghalaya,East Khasi Hills,25.57,91.88,11,53.0,95.0
2024-01-01,Sikkim,East Sikkim,27.33,88.61,7,64.0,150.0
2024-01-01,Meghalaya,East Khasi Hills,25.57,91.88,0,14.0,68.0
2024-01-02,Sikkim,East Sikkim,27.33,88.61,8,34.0,143.0
2024-01-02,Meghalaya,East Khasi Hills,25.57,91.88,0,11.0,65.0
2024-01-03,Sikkim,East Sikkim,27.33,88.61,10,25.0,138.0
2024-01-03,Meghalaya,East Khasi Hills,25.57,91.88,31,31.0,91.0
2024-01-04,Sikkim,East Sikkim,27.33,88.61,22,40.0,133.0
2024-01-04,Meghalaya,East Khasi Hills,25.57,91.88,33,64.0,117.0
2024-01-05,Sikkim,East Sikkim,27.33,88.61,33,65.0,137.0
2024-01-05,Meghalaya,East Khasi Hills,25.57,91.88,16,80.0,94.0
2024-01-06,Sikkim,East Sikkim,27.33,88.61,10,65.0,109.0
2024-01-06,Meghalaya,East Khasi Hills,25.57,91.88,23,72.0,114.0
2024-01-07,Sikkim,East Sikkim,27.33,88.61,8,51.0,98.0
2024-01-07,Meghalaya,East Khasi Hills,25.57,91.88,17,56.0,120.0
2024-01-08,Sikkim,East Sikkim,27.33,88.61,7,25.0,98.0
2024-01-08,Meghalaya,East Khasi Hills,25.57,91.88,1,41.0,121.0
2024-01-09,Sikkim,East Sikkim,27.33,88.61,21,36.0,111.0
2024-01-09,Meghalaya,East Khasi Hills,25.57,91.88,27,45.0,148.0
2024-01-10,Sikkim,East Sikkim,27.33,88.61,17,45.0,118.0
2024-01-10,Meghalaya,East Khasi Hills,25.57,91.88,33,61.0,150.0
2024-01-11,Sikkim,East Sikkim,27.33,88.61,4,42.0,100.0
2024-01-11,Meghalaya,East Khasi Hills,25.57,91.88,16,76.0,133.0
2024-01-12,Sikkim,East Sikkim,27.33,88.61,36,57.0,103.0
2024-01-12,Meghalaya,East Khasi Hills,25.57,91.88,40,89.0,157.0
2024-01-13,Sikkim,East Sikkim,27.33,88.61,4,44.0,97.0
2024-01-13,Meghalaya,East Khasi Hills,25.57,91.88,31,87.0,165.0
2024-01-14,Sikkim,East Sikkim,27.33,88.61,29,69.0,118.0
2024-01-14,Meghalaya,East Khasi Hills,25.57,91.88,32,103.0,180.0
2024-01-15,Sikkim,East Sikkim,27.33,88.61,23,56.0,134.0
2024-01-15,Meghalaya,East Khasi Hills,25.57,91.88,3,66.0,182.0
2024-01-16,Sikkim,East Sikkim,27.33,88.61,31,83.0,144.0
2024-01-16,Meghalaya,East Khasi Hills,25.57,91.88,36,71.0,191.0
2024-01-17,Sikkim,East Sikkim,27.33,88.61,10,64.0,137.0
2024-01-17,Meghalaya,East Khasi Hills,25.57,91.88,23,62.0,181.0
2024-01-18,Sikkim,East Sikkim,27.33,88.61,10,51.0,143.0
2024-01-18,Meghalaya,East Khasi Hills,25.57,91.88,16,75.0,181.0
2024-01-19,Sikkim,East Sikkim,27.33,88.61,6,26.0,113.0
2024-01-19,Meghalaya,East Khasi Hills,25.57,91.88,36,75.0,177.0
2024-01-20,Sikkim,East Sikkim,27.33,88.61,7,23.0,116.0
2024-01-20,Meghalaya,East Khasi Hills,25.57,91.88,14,66.0,160.0
2024-01-21,Sikkim,East Sikkim,27.33,88.61,32,45.0,119.0
2024-01-21,Meghalaya,East Khasi Hills,25.57,91.88,0,50.0,128.0
2024-01-22,Sikkim,East Sikkim,27.33,88.61,2,41.0,98.0
2024-01-22,Meghalaya,East Khasi Hills,25.57,91.88,0,14.0,125.0
2024-01-23,Sikkim,East Sikkim,27.33,88.61,15,49.0,82.0
2024-01-23,Meghalaya,East Khasi Hills,25.57,91.88,2,2.0,91.0
2024-01-24,Sikkim,East Sikkim,27.33,88.61,30,47.0,102.0
2024-01-24,Meghalaya,East Khasi Hills,25.57,91.88,23,25.0,91.0
2024-01-25,Sikkim,East Sikkim,27.33,88.61,24,69.0,116.0
2024-01-25,Meghalaya,East Khasi Hills,25.57,91.88,9,34.0,84.0
2024-01-26,Sikkim,East Sikkim,27.33,88.61,11,65.0,121.0
2024-01-26,Meghalaya,East Khasi Hills,25.57,91.88,2,34.0,50.0
2024-01-27,Sikkim,East Sikkim,27.33,88.61,35,70.0,149.0
2024-01-27,Meghalaya,East Khasi Hills,25.57,91.88,26,37.0,62.0
2024-01-28,Sikkim,East Sikkim,27.33,88.61,14,60.0,131.0
2024-01-28,Meghalaya,East Khasi Hills,25.57,91.88,20,48.0,82.0
2024-01-29,Sikkim,East Sikkim,27.33,88.61,15,64.0,144.0
2024-01-29,Meghalaya,East Khasi Hills,25.57,91.88,26,72.0,108.0
2024-01-30,Sikkim,East Sikkim,27.33,88.61,20,49.0,149.0
2024-01-30,Meghalaya,East Khasi Hills,25.57,91.88,17,63.0,123.0
2024-01-31,Sikkim,East Sikkim,27.33,88.61,4,39.0,123.0
2024-01-31,Meghalaya,East Khasi Hills,25.57,91.88,36,79.0,136.0
2024-02-01,Sikkim,East Sikkim,27.33,88.61,23,47.0,122.0
2024-02-01,Meghalaya,East Khasi Hills,25.57,91.88,7,60.0,134.0
2024-02-02,Sikkim,East Sikkim,27.33,88.61,32,59.0,143.0
2024-02-02,Meghalaya,East Khasi Hills,25.57,91.88,3,46.0,135.0
2024-02-03,Sikkim,East Sikkim,27.33,88.61,11,66.0,119.0
2024-02-03,Meghalaya,East Khasi Hills,25.57,91.88,14,24.0,123.0
2024-02-04,Sikkim,East Sikkim,27.33,88.61,33,76.0,138.0
2024-02-04,Meghalaya,East Khasi Hills,25.57,91.88,2,19.0,105.0
2024-02-05,Sikkim,East Sikkim,27.33,88.61,25,69.0,148.0
2024-02-05,Meghalaya,East Khasi Hills,25.57,91.88,4,20.0,83.0
2024-02-06,Sikkim,East Sikkim,27.33,88.61,29,87.0,157.0
2024-02-06,Meghalaya,East Khasi Hills,25.57,91.88,18,24.0,84.0
2024-02-07,Sikkim,East Sikkim,27.33,88.61,19,73.0,172.0
2024-02-07,Meghalaya,East Khasi Hills,25.57,91.88,20,42.0,68.0
2024-02-08,Sikkim,East Sikkim,27.33,88.61,5,53.0,154.0
2024-02-08,Meghalaya,East Khasi Hills,25.57,91.88,35,73.0,96.0
2024-02-09,Sikkim,East Sikkim,27.33,88.61,29,53.0,151.0
2024-02-09,Meghalaya,East Khasi Hills,25.57,91.88,0,55.0,93.0
2024-02-10,Sikkim,East Sikkim,27.33,88.61,23,57.0,163.0
2024-02-10,Meghalaya,East Khasi Hills,25.57,91.88,12,47.0,91.0
2024-02-11,Sikkim,East Sikkim,27.33,88.61,18,70.0,148.0
2024-02-11,Meghalaya,East Khasi Hills,25.57,91.88,36,48.0,125.0
2024-02-12,Sikkim,East Sikkim,27.33,88.61,19,60.0,142.0
2024-02-12,Meghalaya,East Khasi Hills,25.57,91.88,39,87.0,160.0
2024-02-13,Sikkim,East Sikkim,27.33,88.61,15,52.0,128.0
2024-02-13,Meghalaya,East Khasi Hills,25.57,91.88,29,104.0,171.0
2024-02-14,Sikkim,East Sikkim,27.33,88.61,23,57.0,132.0
2024-02-14,Meghalaya,East Khasi Hills,25.57,91.88,37,105.0,188.0
2024-02-15,Sikkim,East Sikkim,27.33,88.61,31,69.0,158.0
2024-02-15,Meghalaya,East Khasi Hills,25.57,91.88,12,78.0,165.0
2024-02-16,Sikkim,East Sikkim,27.33,88.61,34,88.0,163.0
2024-02-16,Meghalaya,East Khasi Hills,25.57,91.88,15,64.0,180.0
2024-02-17,Sikkim,East Sikkim,27.33,88.61,9,74.0,149.0
2024-02-17,Meghalaya,East Khasi Hills,25.57,91.88,0,27.0,168.0
2024-02-18,Sikkim,East Sikkim,27.33,88.61,26,69.0,157.0
2024-02-18,Meghalaya,East Khasi Hills,25.57,91.88,1,16.0,133.0
2024-02-19,Sikkim,East Sikkim,27.33,88.61,14,49.0,152.0
2024-02-19,Meghalaya,East Khasi Hills,25.57,91.88,34,35.0,128.0
2024-02-20,Sikkim,East Sikkim,27.33,88.61,22,62.0,159.0
2024-02-20,Meghalaya,East Khasi Hills,25.57,91.88,40,75.0,139.0
2024-02-21,Sikkim,East Sikkim,27.33,88.61,0,36.0,136.0
2024-02-21,Meghalaya,East Khasi Hills,25.57,91.88,21,95.0,123.0
2024-02-22,Sikkim,East Sikkim,27.33,88.61,0,22.0,105.0
2024-02-22,Meghalaya,East Khasi Hills,25.57,91.88,24,85.0,135.0
2024-02-23,Sikkim,East Sikkim,27.33,88.61,19,19.0,90.0
2024-02-23,Meghalaya,East Khasi Hills,25.57,91.88,6,51.0,126.0
2024-02-24,Sikkim,East Sikkim,27.33,88.61,13,32.0,94.0
2024-02-24,Meghalaya,East Khasi Hills,25.57,91.88,33,63.0,159.0
2024-02-25,Sikkim,East Sikkim,27.33,88.61,15,47.0,83.0
2024-02-25,Meghalaya,East Khasi Hills,25.57,91.88,26,65.0,184.0
2024-02-26,Sikkim,East Sikkim,27.33,88.61,31,59.0,100.0
2024-02-26,Meghalaya,East Khasi Hills,25.57,91.88,3,62.0,153.0
2024-02-27,Sikkim,East Sikkim,27.33,88.61,9,55.0,87.0
2024-02-27,Meghalaya,East Khasi Hills,25.57,91.88,17,46.0,130.0
2024-02-28,Sikkim,East Sikkim,27.33,88.61,5,45.0,92.0
2024-02-28,Meghalaya,East Khasi Hills,25.57,91.88,2,22.0,111.0
2024-02-29,Sikkim,East Sikkim,27.33,88.61,14,28.0,106.0
2024-02-29,Meghalaya,East Khasi Hills,25.57,91.88,33,52.0,120.0
2024-03-01,Sikkim,East Sikkim,27.33,88.61,26,45.0,113.0
2024-03-01,Meghalaya,East Khasi Hills,25.57,91.88,23,58.0,137.0
2024-03-02,Sikkim,East Sikkim,27.33,88.61,29,69.0,129.0
2024-03-02,Meghalaya,East Khasi Hills,25.57,91.88,5,61.0,109.0
2024-03-03,Sikkim,East Sikkim,27.33,88.61,37,92.0,151.0
2024-03-03,Meghalaya,East Khasi Hills,25.57,91.88,6,34.0,89.0
2024-03-04,Sikkim,East Sikkim,27.33,88.61,32,98.0,152.0
2024-03-04,Meghalaya,East Khasi Hills,25.57,91.88,8,19.0,94.0
2024-03-05,Sikkim,East Sikkim,27.33,88.61,40,109.0,183.0
2024-03-05,Meghalaya,East Khasi Hills,25.57,91.88,25,39.0,102.0
2024-03-06,Sikkim,East Sikkim,27.33,88.61,4,76.0,182.0
2024-03-06,Meghalaya,East Khasi Hills,25.57,91.88,37,70.0,137.0
2024-03-07,Sikkim,East Sikkim,27.33,88.61,36,80.0,204.0
2024-03-07,Meghalaya,East Khasi Hills,25.57,91.88,3,65.0,107.0
2024-03-08,Sikkim,East Sikkim,27.33,88.61,27,67.0,205.0
2024-03-08,Meghalaya,East Khasi Hills,25.57,91.88,8,48.0,92.0
2024-03-09,Sikkim,East Sikkim,27.33,88.61,15,78.0,191.0
2024-03-09,Meghalaya,East Khasi Hills,25.57,91.88,18,29.0,105.0
2024-03-10,Sikkim,East Sikkim,27.33,88.61,16,58.0,170.0
2024-03-10,Meghalaya,East Khasi Hills,25.57,91.88,20,46.0,119.0
2024-03-11,Sikkim,East Sikkim,27.33,88.61,25,56.0,163.0
2024-03-11,Meghalaya,East Khasi Hills,25.57,91.88,20,58.0,131.0
2024-03-12,Sikkim,East Sikkim,27.33,88.61,20,61.0,143.0
2024-03-12,Meghalaya,East Khasi Hills,25.57,91.88,28,68.0,134.0
2024-03-13,Sikkim,East Sikkim,27.33,88.61,17,62.0,156.0
2024-03-13,Meghalaya,East Khasi Hills,25.57,91.88,14,62.0,111.0
2024-03-14,Sikkim,East Sikkim,27.33,88.61,4,41.0,124.0
2024-03-14,Meghalaya,East Khasi Hills,25.57,91.88,12,54.0,120.0
2024-03-15,Sikkim,East Sikkim,27.33,88.61,8,29.0,105.0
2024-03-15,Meghalaya,East Khasi Hills,25.57,91.88,37,63.0,149.0
2024-03-16,Sikkim,East Sikkim,27.33,88.61,6,18.0,96.0
2024-03-16,Meghalaya,East Khasi Hills,25.57,91.88,9,58.0,140.0
2024-03-17,Sikkim,East Sikkim,27.33,88.61,6,20.0,86.0
2024-03-17,Meghalaya,East Khasi Hills,25.57,91.88,10,56.0,130.0
2024-03-18,Sikkim,East Sikkim,27.33,88.61,28,40.0,89.0
2024-03-18,Meghalaya,East Khasi Hills,25.57,91.88,29,48.0,139.0
2024-03-19,Sikkim,East Sikkim,27.33,88.61,20,54.0,89.0
2024-03-19,Meghalaya,East Khasi Hills,25.57,91.88,26,65.0,137.0
2024-03-20,Sikkim,East Sikkim,27.33,88.61,7,55.0,79.0
2024-03-20,Meghalaya,East Khasi Hills,25.57,91.88,34,89.0,157.0
2024-03-21,Sikkim,East Sikkim,27.33,88.61,22,49.0,97.0
2024-03-21,Meghalaya,East Khasi Hills,25.57,91.88,13,73.0,158.0
2024-03-22,Sikkim,East Sikkim,27.33,88.61,28,57.0,117.0
2024-03-22,Meghalaya,East Khasi Hills,25.57,91.88,19,66.0,140.0
2024-03-23,Sikkim,East Sikkim,27.33,88.61,29,79.0,140.0
2024-03-23,Meghalaya,East Khasi Hills,25.57,91.88,16,48.0,147.0
2024-03-24,Sikkim,East Sikkim,27.33,88.61,7,64.0,141.0
2024-03-24,Meghalaya,East Khasi Hills,25.57,91.88,5,40.0,142.0
2024-03-25,Sikkim,East Sikkim,27.33,88.61,10,46.0,123.0
2024-03-25,Meghalaya,East Khasi Hills,25.57,91.88,19,40.0,132.0
2024-03-26,Sikkim,East Sikkim,27.33,88.61,38,55.0,141.0
2024-03-26,Meghalaya,East Khasi Hills,25.57,91.88,2,26.0,108.0
2024-03-27,Sikkim,East Sikkim,27.33,88.61,13,61.0,147.0
2024-03-27,Meghalaya,East Khasi Hills,25.57,91.88,20,41.0,94.0
2024-03-28,Sikkim,East Sikkim,27.33,88.61,9,60.0,134.0
2024-03-28,Meghalaya,East Khasi Hills,25.57,91.88,5,27.0,86.0
2024-03-29,Sikkim,East Sikkim,27.33,88.61,15,37.0,121.0
2024-03-29,Meghalaya,East Khasi Hills,25.57,91.88,22,47.0,89.0
2024-03-30,Sikkim,East Sikkim,27.33,88.61,25,49.0,117.0
2024-03-30,Meghalaya,East Khasi Hills,25.57,91.88,32,59.0,105.0
2024-03-31,Sikkim,East Sikkim,27.33,88.61,3,43.0,113.0
2024-03-31,Meghalaya,East Khasi Hills,25.57,91.88,19,73.0,119.0
2024-04-01,Sikkim,East Sikkim,27.33,88.61,16,44.0,119.0
2024-04-01,Meghalaya,East Khasi Hills,25.57,91.88,11,62.0,111.0
2024-04-02,Sikkim,East Sikkim,27.33,88.61,1,20.0,82.0
2024-04-02,Meghalaya,East Khasi Hills,25.57,91.88,25,55.0,134.0
2024-04-03,Sikkim,East Sikkim,27.33,88.61,28,45.0,97.0
2024-04-03,Meghalaya,East Khasi Hills,25.57,91.88,35,71.0,149.0
2024-04-04,Sikkim,East Sikkim,27.33,88.61,35,64.0,123.0
2024-04-04,Meghalaya,East Khasi Hills,25.57,91.88,15,75.0,159.0
2024-04-05,Sikkim,East Sikkim,27.33,88.61,6,69.0,114.0
2024-04-05,Meghalaya,East Khasi Hills,25.57,91.88,29,79.0,166.0
2024-04-06,Sikkim,East Sikkim,27.33,88.61,6,47.0,95.0
2024-04-06,Meghalaya,East Khasi Hills,25.57,91.88,8,52.0,142.0
2024-04-07,Sikkim,East Sikkim,27.33,88.61,7,19.0,99.0
2024-04-07,Meghalaya,East Khasi Hills,25.57,91.88,0,37.0,123.0
2024-04-08,Sikkim,East Sikkim,27.33,88.61,3,16.0,86.0
2024-04-08,Meghalaya,East Khasi Hills,25.57,91.88,14,22.0,126.0
2024-04-09,Sikkim,East Sikkim,27.33,88.61,8,18.0,93.0
2024-04-09,Meghalaya,East Khasi Hills,25.57,91.88,12,26.0,113.0
2024-04-10,Sikkim,East Sikkim,27.33,88.61,25,36.0,90.0
2024-04-10,Meghalaya,East Khasi Hills,25.57,91.88,23,49.0,101.0
2024-04-11,Sikkim,East Sikkim,27.33,88.61,40,73.0,95.0
2024-04-11,Meghalaya,East Khasi Hills,25.57,91.88,5,40.0,91.0
2024-04-12,Sikkim,East Sikkim,27.33,88.61,37,102.0,126.0
2024-04-12,Meghalaya,East Khasi Hills,25.57,91.88,37,65.0,99.0
2024-04-13,Sikkim,East Sikkim,27.33,88.61,16,93.0,136.0
2024-04-13,Meghalaya,East Khasi Hills,25.57,91.88,4,46.0,95.0
2024-04-14,Sikkim,East Sikkim,27.33,88.61,1,54.0,130.0
2024-04-14,Meghalaya,East Khasi Hills,25.57,91.88,4,45.0,99.0
2024-04-15,Sikkim,East Sikkim,27.33,88.61,12,29.0,139.0
2024-04-15,Meghalaya,East Khasi Hills,25.57,91.88,28,36.0,113.0
2024-04-16,Sikkim,East Sikkim,27.33,88.61,8,21.0,139.0
2024-04-16,Meghalaya,East Khasi Hills,25.57,91.88,5,37.0,106.0
2024-04-17,Sikkim,East Sikkim,27.33,88.61,21,41.0,135.0
2024-04-17,Meghalaya,East Khasi Hills,25.57,91.88,7,40.0,90.0
2024-04-18,Sikkim,East Sikkim,27.33,88.61,2,31.0,97.0
2024-04-18,Meghalaya,East Khasi Hills,25.57,91.88,29,41.0,114.0
2024-04-19,Sikkim,East Sikkim,27.33,88.61,3,26.0,63.0
2024-04-19,Meghalaya,East Khasi Hills,25.57,91.88,10,46.0,87.0
2024-04-20,Sikkim,East Sikkim,27.33,88.61,36,41.0,83.0
2024-04-20,Meghalaya,East Khasi Hills,25.57,91.88,27,66.0,110.0
2024-04-21,Sikkim,East Sikkim,27.33,88.61,25,64.0,107.0
2024-04-21,Meghalaya,East Khasi Hills,25.57,91.88,31,68.0,137.0
2024-04-22,Sikkim,East Sikkim,27.33,88.61,1,62.0,96.0
2024-04-22,Meghalaya,East Khasi Hills,25.57,91.88,24,82.0,133.0
2024-04-23,Sikkim,East Sikkim,27.33,88.61,27,53.0,115.0
2024-04-23,Meghalaya,East Khasi Hills,25.57,91.88,11,66.0,139.0
2024-04-24,Sikkim,East Sikkim,27.33,88.61,22,50.0,116.0
2024-04-24,Meghalaya,East Khasi Hills,25.57,91.88,13,48.0,145.0
2024-04-25,Sikkim,East Sikkim,27.33,88.61,11,60.0,125.0
2024-04-25,Meghalaya,East Khasi Hills,25.57,91.88,17,41.0,133.0
2024-04-26,Sikkim,East Sikkim,27.33,88.61,17,50.0,139.0
2024-04-26,Meghalaya,East Khasi Hills,25.57,91.88,28,58.0,151.0
2024-04-27,Sikkim,East Sikkim,27.33,88.61,9,37.0,112.0
2024-04-27,Meghalaya,East Khasi Hills,25.57,91.88,2,47.0,126.0
2024-04-28,Sikkim,East Sikkim,27.33,88.61,39,65.0,126.0
2024-04-28,Meghalaya,East Khasi Hills,25.57,91.88,39,69.0,134.0
2024-04-29,Sikkim,East Sikkim,27.33,88.61,39,87.0,164.0
2024-04-29,Meghalaya,East Khasi Hills,25.57,91.88,15,56.0,125.0
2024-04-30,Sikkim,East Sikkim,27.33,88.61,18,96.0,155.0
2024-04-30,Meghalaya,East Khasi Hills,25.57,91.88,31,85.0,145.0
2024-05-01,Sikkim,East Sikkim,27.33,88.61,26,83.0,159.0
2024-05-01,Meghalaya,East Khasi Hills,25.57,91.88,35,81.0,167.0
2024-05-02,Sikkim,East Sikkim,27.33,88.61,30,74.0,178.0
2024-05-02,Meghalaya,East Khasi Hills,25.57,91.88,3,69.0,153.0
2024-05-03,Sikkim,East Sikkim,27.33,88.61,5,61.0,166.0
2024-05-03,Meghalaya,East Khasi Hills,25.57,91.88,17,55.0,142.0
2024-05-04,Sikkim,East Sikkim,27.33,88.61,24,59.0,181.0
2024-05-04,Meghalaya,East Khasi Hills,25.57,91.88,8,28.0,148.0
2024-05-05,Sikkim,East Sikkim,27.33,88.61,26,55.0,168.0
2024-05-05,Meghalaya,East Khasi Hills,25.57,91.88,12,37.0,121.0
2024-05-06,Sikkim,East Sikkim,27.33,88.61,33,83.0,162.0
2024-05-06,Meghalaya,East Khasi Hills,25.57,91.88,15,35.0,121.0
2024-05-07,Sikkim,East Sikkim,27.33,88.61,40,99.0,184.0
2024-05-07,Meghalaya,East Khasi Hills,25.57,91.88,34,61.0,124.0
2024-05-08,Sikkim,East Sikkim,27.33,88.61,1,74.0,159.0
2024-05-08,Meghalaya,East Khasi Hills,25.57,91.88,24,73.0,113.0
2024-05-09,Sikkim,East Sikkim,27.33,88.61,22,63.0,151.0
2024-05-09,Meghalaya,East Khasi Hills,25.57,91.88,30,88.0,140.0
2024-05-10,Sikkim,East Sikkim,27.33,88.61,34,57.0,180.0
2024-05-10,Meghalaya,East Khasi Hills,25.57,91.88,31,85.0,154.0
2024-05-11,Sikkim,East Sikkim,27.33,88.61,22,78.0,178.0
2024-05-11,Meghalaya,East Khasi Hills,25.57,91.88,36,97.0,182.0
2024-05-12,Sikkim,East Sikkim,27.33,88.61,32,88.0,184.0
2024-05-12,Meghalaya,East Khasi Hills,25.57,91.88,20,87.0,190.0
2024-05-13,Sikkim,East Sikkim,27.33,88.61,24,78.0,175.0
2024-05-13,Meghalaya,East Khasi Hills,25.57,91.88,17,73.0,192.0
2024-05-14,Sikkim,East Sikkim,27.33,88.61,11,67.0,146.0
2024-05-14,Meghalaya,East Khasi Hills,25.57,91.88,1,38.0,159.0
2024-05-15,Sikkim,East Sikkim,27.33,88.61,20,55.0,165.0
2024-05-15,Meghalaya,East Khasi Hills,25.57,91.88,38,56.0,173.0
2024-05-16,Sikkim,East Sikkim,27.33,88.61,14,45.0,157.0
2024-05-16,Meghalaya,East Khasi Hills,25.57,91.88,1,40.0,144.0
2024-05-17,Sikkim,East Sikkim,27.33,88.61,17,51.0,140.0
2024-05-17,Meghalaya,East Khasi Hills,25.57,91.88,3,42.0,116.0
2024-05-18,Sikkim,East Sikkim,27.33,88.61,30,61.0,148.0
2024-05-18,Meghalaya,East Khasi Hills,25.57,91.88,33,37.0,113.0
2024-05-19,Sikkim,East Sikkim,27.33,88.61,22,69.0,138.0
2024-05-19,Meghalaya,East Khasi Hills,25.57,91.88,37,73.0,130.0
2024-05-20,Sikkim,East Sikkim,27.33,88.61,14,66.0,128.0
2024-05-20,Meghalaya,East Khasi Hills,25.57,91.88,10,80.0,123.0
2024-05-21,Sikkim,East Sikkim,27.33,88.61,6,42.0,123.0
2024-05-21,Meghalaya,East Khasi Hills,25.57,91.88,15,62.0,137.0
2024-05-22,Sikkim,East Sikkim,27.33,88.61,15,35.0,118.0
2024-05-22,Meghalaya,East Khasi Hills,25.57,91.88,17,42.0,116.0
2024-05-23,Sikkim,East Sikkim,27.33,88.61,34,55.0,138.0
2024-05-23,Meghalaya,East Khasi Hills,25.57,91.88,3,35.0,118.0
2024-05-24,Sikkim,East Sikkim,27.33,88.61,14,63.0,135.0
2024-05-24,Meghalaya,East Khasi Hills,25.57,91.88,36,56.0,151.0
2024-05-25,Sikkim,East Sikkim,27.33,88.61,24,72.0,129.0
2024-05-25,Meghalaya,East Khasi Hills,25.57,91.88,22,61.0,140.0
2024-05-26,Sikkim,East Sikkim,27.33,88.61,11,49.0,118.0
2024-05-26,Meghalaya,East Khasi Hills,25.57,91.88,11,69.0,114.0
2024-05-27,Sikkim,East Sikkim,27.33,88.61,15,50.0,119.0
2024-05-27,Meghalaya,East Khasi Hills,25.57,91.88,37,70.0,141.0
2024-05-28,Sikkim,East Sikkim,27.33,88.61,20,46.0,133.0
2024-05-28,Meghalaya,East Khasi Hills,25.57,91.88,22,70.0,148.0
2024-05-29,Sikkim,East Sikkim,27.33,88.61,37,72.0,155.0
2024-05-29,Meghalaya,East Khasi Hills,25.57,91.88,1,60.0,132.0
2024-05-30,Sikkim,East Sikkim,27.33,88.61,22,79.0,143.0
2024-05-30,Meghalaya,East Khasi Hills,25.57,91.88,36,59.0,165.0
2024-05-31,Sikkim,East Sikkim,27.33,88.61,36,95.0,165.0
2024-05-31,Meghalaya,East Khasi Hills,25.57,91.88,9,46.0,138.0
2024-06-01,Sikkim,East Sikkim,27.33,88.61,104,162.0,245.0
2024-06-01,Meghalaya,East Khasi Hills,25.57,91.88,183,228.0,299.0
2024-06-02,Sikkim,East Sikkim,27.33,88.61,143,283.0,377.0
2024-06-02,Meghalaya,East Khasi Hills,25.57,91.88,102,294.0,390.0
2024-06-03,Sikkim,East Sikkim,27.33,88.61,91,338.0,453.0
2024-06-03,Meghalaya,East Khasi Hills,25.57,91.88,38,323.0,391.0
2024-06-04,Sikkim,East Sikkim,27.33,88.61,33,267.0,466.0
2024-06-04,Meghalaya,East Khasi Hills,25.57,91.88,122,262.0,491.0
2024-06-05,Sikkim,East Sikkim,27.33,88.61,105,229.0,534.0
2024-06-05,Meghalaya,East Khasi Hills,25.57,91.88,123,283.0,613.0
2024-06-06,Sikkim,East Sikkim,27.33,88.61,197,335.0,709.0
2024-06-06,Meghalaya,East Khasi Hills,25.57,91.88,191,436.0,768.0
2024-06-07,Sikkim,East Sikkim,27.33,88.61,82,384.0,755.0
2024-06-07,Meghalaya,East Khasi Hills,25.57,91.88,9,323.0,768.0
2024-06-08,Sikkim,East Sikkim,27.33,88.61,188,467.0,839.0
2024-06-08,Meghalaya,East Khasi Hills,25.57,91.88,126,326.0,711.0
2024-06-09,Sikkim,East Sikkim,27.33,88.61,127,397.0,823.0
2024-06-09,Meghalaya,East Khasi Hills,25.57,91.88,164,299.0,773.0
2024-06-10,Sikkim,East Sikkim,27.33,88.61,92,407.0,824.0
2024-06-10,Meghalaya,East Khasi Hills,25.57,91.88,121,411.0,856.0
2024-06-11,Sikkim,East Sikkim,27.33,88.61,10,229.0,801.0
2024-06-11,Meghalaya,East Khasi Hills,25.57,91.88,135,420.0,869.0
2024-06-12,Sikkim,East Sikkim,27.33,88.61,142,244.0,838.0
2024-06-12,Meghalaya,East Khasi Hills,25.57,91.88,102,358.0,848.0
